Entity,Code,Year,Oil consumption - TWh
Uzbekistan,UZB,1999,8.447.031
Uzbekistan,UZB,2000,84.424.164
Uzbekistan,UZB,2001,8.404.878
Uzbekistan,UZB,2002,83.652.176
Uzbekistan,UZB,2003,8.158.111
Uzbekistan,UZB,2004,7.443.602
Uzbekistan,UZB,2005,63.850.956
Uzbekistan,UZB,2006,6.648.726
Uzbekistan,UZB,2007,6.848.242
Uzbekistan,UZB,2008,63.921.837
Uzbekistan,UZB,2009,5.523.099
Uzbekistan,UZB,2010,58.777.622
Uzbekistan,UZB,2011,59.724.163
Uzbekistan,UZB,2012,4.988.002
Uzbekistan,UZB,2013,4.676.283
Uzbekistan,UZB,2014,43.196.655
Uzbekistan,UZB,2015,43.650.894
Uzbekistan,UZB,2016,45.921.734
Uzbekistan,UZB,2017,4.622.896
Uzbekistan,UZB,2018,50.436
Uzbekistan,UZB,2019,5.064.198
Uzbekistan,UZB,2020,54.108.696
Uzbekistan,UZB,2021,5.983.497
Uzbekistan,UZB,2022,60.048.794
Venezuela,VEN,1965,11.202.376
Venezuela,VEN,1966,1.101.053
Venezuela,VEN,1967,112.342.155
Venezuela,VEN,1968,12.237.331
Venezuela,VEN,1969,120.897.606
Venezuela,VEN,1970,126.479.774
Venezuela,VEN,1971,127.675.095
Venezuela,VEN,1972,13.925.276
Venezuela,VEN,1973,1.528.878
Venezuela,VEN,1974,15.303.566
Venezuela,VEN,1975,163.226
Venezuela,VEN,1976,1.620.864
Venezuela,VEN,1977,181.664
Venezuela,VEN,1978,19.012.607
Venezuela,VEN,1979,2.039.937
Venezuela,VEN,1980,24.692.775
Venezuela,VEN,1981,26.163.846
Venezuela,VEN,1982,2.585.842
Venezuela,VEN,1983,25.251.302
Venezuela,VEN,1984,23.695.323
Venezuela,VEN,1985,24.240.807
Venezuela,VEN,1986,25.281.494
Venezuela,VEN,1987,24.025.775
Venezuela,VEN,1988,24.876.485
Venezuela,VEN,1989,24.261.266
Venezuela,VEN,1990,2.449.972
Venezuela,VEN,1991,23.281.888
Venezuela,VEN,1992,27.784.363
Venezuela,VEN,1993,25.098.235
Venezuela,VEN,1994,28.013.885
Venezuela,VEN,1995,26.993.954
Venezuela,VEN,1996,21.943.677
Venezuela,VEN,1997,23.740.268
Venezuela,VEN,1998,26.411.243
Venezuela,VEN,1999,31.150.436
Venezuela,VEN,2000,32.087.137
Venezuela,VEN,2001,34.358.145
Venezuela,VEN,2002,37.069.595
Venezuela,VEN,2003,34.773.972
Venezuela,VEN,2004,35.578.595
Venezuela,VEN,2005,37.420.798
Venezuela,VEN,2006,36.534.177
Venezuela,VEN,2007,39.372.668
Venezuela,VEN,2008,38.984.293
Venezuela,VEN,2009,3.971.931
Venezuela,VEN,2010,4.185.837
Venezuela,VEN,2011,4.048.593
Venezuela,VEN,2012,4.424.015
Venezuela,VEN,2013,47.588.895
Venezuela,VEN,2014,42.226.193
Venezuela,VEN,2015,3.956.923
Venezuela,VEN,2016,3.012.307
Venezuela,VEN,2017,27.725.504
Venezuela,VEN,2018,22.877.538
Venezuela,VEN,2019,19.290.794
Venezuela,VEN,2020,11.235.025
Venezuela,VEN,2021,12.471.141
Venezuela,VEN,2022,14.771.938
Vietnam,VNM,1965,1.801.154
Vietnam,VNM,1966,3.936.429
Vietnam,VNM,1967,57.652.416
Vietnam,VNM,1968,58.814.095
Vietnam,VNM,1969,71.083.626
Vietnam,VNM,1970,7.369.463
Vietnam,VNM,1971,6.234.338
Vietnam,VNM,1972,6.454.946
Vietnam,VNM,1973,63.385.323
Vietnam,VNM,1974,38.686.214
Vietnam,VNM,1975,36.901.665
Vietnam,VNM,1976,9.623.759
Vietnam,VNM,1977,9.533.664
Vietnam,VNM,1978,11.557.438
Vietnam,VNM,1979,1.335.433
Vietnam,VNM,1980,23.303.205
Vietnam,VNM,1981,20.274.591
Vietnam,VNM,1982,20.611.074
Vietnam,VNM,1983,23.580.101
Vietnam,VNM,1984,23.051.208
Vietnam,VNM,1985,2.433.014
Vietnam,VNM,1986,26.377.874
Vietnam,VNM,1987,30.733.547
Vietnam,VNM,1988,32.119.946
Vietnam,VNM,1989,29.874.666
Vietnam,VNM,1990,3.501.246
Vietnam,VNM,1991,3.417.047
Vietnam,VNM,1992,3.735.379
Vietnam,VNM,1993,47.770.554
Vietnam,VNM,1994,52.940.754
Vietnam,VNM,1995,58.443.775
Vietnam,VNM,1996,6.726.731
Vietnam,VNM,1997,7.664.519
Vietnam,VNM,1998,8.468.615
Vietnam,VNM,1999,9.328.242
Vietnam,VNM,2000,101.145.676
Vietnam,VNM,2001,10.964.855
Vietnam,VNM,2002,120.419.334
Vietnam,VNM,2003,1.281.303
Vietnam,VNM,2004,15.244.135
Vietnam,VNM,2005,15.139.883
Vietnam,VNM,2006,14.850.978
Vietnam,VNM,2007,16.533.597
Vietnam,VNM,2008,17.338.486
Vietnam,VNM,2009,17.674.895
Vietnam,VNM,2010,20.076.204
Vietnam,VNM,2011,19.997.871
Vietnam,VNM,2012,20.032.492
Vietnam,VNM,2013,20.740.385
Vietnam,VNM,2014,21.920.049
Vietnam,VNM,2015,26.683.667
Vietnam,VNM,2016,29.441.595
Vietnam,VNM,2017,30.849.844
Vietnam,VNM,2018,3.245.332
Vietnam,VNM,2019,33.475.833
Vietnam,VNM,2020,28.235.947
Vietnam,VNM,2021,2.622.957
Vietnam,VNM,2022,2.864.904
Western Africa (EI),,1965,49.667.866
Western Africa (EI),,1966,51.230.038
Western Africa (EI),,1967,52.564.472
Western Africa (EI),,1968,54.598.923
Western Africa (EI),,1969,59.500.107
Western Africa (EI),,1970,629.254
Western Africa (EI),,1971,7.730.075
Western Africa (EI),,1972,818.782
Western Africa (EI),,1973,9.157.243
Western Africa (EI),,1974,9.569.809
Western Africa (EI),,1975,10.471.868
Western Africa (EI),,1976,11.604.057
Western Africa (EI),,1977,1.297.509
Western Africa (EI),,1978,13.918.115
Western Africa (EI),,1979,14.882.877
Western Africa (EI),,1980,15.916.484
Western Africa (EI),,1981,17.674.379
Western Africa (EI),,1982,18.670.816
Western Africa (EI),,1983,17.463.358
Western Africa (EI),,1984,15.949.275
Western Africa (EI),,1985,16.645.013
Western Africa (EI),,1986,15.399.081
Western Africa (EI),,1987,16.475.285
Western Africa (EI),,1988,17.125.171
Western Africa (EI),,1989,1.760.295
Western Africa (EI),,1990,17.081.978
Western Africa (EI),,1991,18.237.506
Western Africa (EI),,1992,19.934.224
Western Africa (EI),,1993,1.973.393
Western Africa (EI),,1994,19.771.223
Western Africa (EI),,1995,200.069
Western Africa (EI),,1996,21.106.271
Western Africa (EI),,1997,21.114.369
Western Africa (EI),,1998,21.346.274
Western Africa (EI),,1999,22.593.132
Western Africa (EI),,2000,22.379.298
Western Africa (EI),,2001,2.327.844
Western Africa (EI),,2002,24.687.498
Western Africa (EI),,2003,24.223.463
Western Africa (EI),,2004,25.110.071
Western Africa (EI),,2005,2.652.865
Western Africa (EI),,2006,24.543.436
Western Africa (EI),,2007,2.517.501
Western Africa (EI),,2008,28.381.085
Western Africa (EI),,2009,28.460.886
Western Africa (EI),,2010,30.236.996
Western Africa (EI),,2011,30.344.968
Western Africa (EI),,2012,32.055.615
Western Africa (EI),,2013,33.049.362
Western Africa (EI),,2014,30.774.002
Western Africa (EI),,2015,31.169.543
Western Africa (EI),,2016,34.793.048
Western Africa (EI),,2017,37.961.847
Western Africa (EI),,2018,4.371.193
Western Africa (EI),,2019,45.325.833
Western Africa (EI),,2020,44.071.844
Western Africa (EI),,2021,4.783.148
Western Africa (EI),,2022,50.084.656
World,OWID_WRL,1965,17996.53
World,OWID_WRL,1966,19.352.656
World,OWID_WRL,1967,20744.31
World,OWID_WRL,1968,22499.12
World,OWID_WRL,1969,24.363.566
World,OWID_WRL,1970,26.520.377
World,OWID_WRL,1971,28.021.105
World,OWID_WRL,1972,30139.71
World,OWID_WRL,1973,32.560.594
World,OWID_WRL,1974,32.120.803
World,OWID_WRL,1975,31.746.924
World,OWID_WRL,1976,33.782.324
World,OWID_WRL,1977,34.960.312
World,OWID_WRL,1978,36550.02
World,OWID_WRL,1979,37.114.258
World,OWID_WRL,1980,35.525.133
World,OWID_WRL,1981,34268.04
World,OWID_WRL,1982,33208.07
World,OWID_WRL,1983,32.956.613
World,OWID_WRL,1984,33680.13
World,OWID_WRL,1985,33.667.098
World,OWID_WRL,1986,34.712.902
World,OWID_WRL,1987,35404.36
World,OWID_WRL,1988,36551.46
World,OWID_WRL,1989,37.164.043
World,OWID_WRL,1990,37676.57
World,OWID_WRL,1991,37.663.043
World,OWID_WRL,1992,38.147.168
World,OWID_WRL,1993,37.961.344
World,OWID_WRL,1994,38.782.055
World,OWID_WRL,1995,39460.77
World,OWID_WRL,1996,40334.64
World,OWID_WRL,1997,41.453.445
World,OWID_WRL,1998,41670.18
World,OWID_WRL,1999,42383.22
World,OWID_WRL,2000,42978.04
World,OWID_WRL,2001,43377.22
World,OWID_WRL,2002,43.676.043
World,OWID_WRL,2003,44652.22
World,OWID_WRL,2004,46.387.812
World,OWID_WRL,2005,46.887.754
World,OWID_WRL,2006,47.388.004
World,OWID_WRL,2007,47942.97
World,OWID_WRL,2008,47.537.797
World,OWID_WRL,2009,46489.17
World,OWID_WRL,2010,47971.41
World,OWID_WRL,2011,48312.62
World,OWID_WRL,2012,49.113.688
World,OWID_WRL,2013,49590.31
World,OWID_WRL,2014,49.934.684
World,OWID_WRL,2015,50964.02
World,OWID_WRL,2016,51992.56
World,OWID_WRL,2017,52866.46
World,OWID_WRL,2018,53.405.137
World,OWID_WRL,2019,53.512.844
World,OWID_WRL,2020,48.609.645
World,OWID_WRL,2021,51.349.656
World,OWID_WRL,2022,52969.59
